9626 26369
5187 4874 766
1414 5939 -280
582 4403 994
7278 8242 832
6321 3689 -42
2973 2759 -945
2600 4549 523
680 1346 124
3373 1602 -643
8959 7137 -536
768 1750 -112
3763 8839 -450
3524 7027 684
8061 7053 896
3113 1859 728
839 1606 973
7228 2644 -622
6947 8477 503
1839 1370 -438
6305 7261 254
8619 3687 516
1995 1345 967
4137 2370 -914
5279 2405 378
8572 4149 379
3708 4107 503
2163 4894 150
764 8384 450
1134 384 -319
2132 5723 -613
7536 5253 4
7194 7296 -402
3202 1657 -29
9408 5703 -367
1306 3379 -248
636 7169 518
6464 7849 -657
1934 4125 366
9174 6459 805
5917 7257 -957
6295 3745 -698
7898 3781 776
250 6159 -534
6686 7427 480
4993 6947 -608
1608 4289 636
7931 9177 807
1986 5572 228
8205 3581 -91
3887 8383 759
8451 2739 -78
12 2116 -579
4843 6869 -540
4419 2263 -951
2907 5759 -444
7821 9552 -47
1949 6301 -356
1853 4732 -522
3028 3486 280
9290 2695 777
2075 5539 366
3844 6788 -272
7196 8025 -687
811 4011 -15
4725 9045 -313
6991 5543 -754
9158 6425 992
6517 1995 213
2763 8379 514
6106 4810 -333
9581 7567 -367
7337 1224 -835
5043 4416 798
7162 4887 485
7595 3492 454
8573 6551 934
226 3881 -39
4981 7842 470
1568 4856 782
661 7655 711
1622 6609 -413
3634 7908 -171
2422 8753 -167
902 311 -165
7534 5002 -961
7953 9152 -953
9428 3468 396
4413 6715 553
4108 2995 131
8321 3127 882
5434 6637 505
7230 1876 -228
3225 7089 -42
2303 4618 164
4936 8254 731
76 3515 -984
1400 8032 588
5126 7486 634
837 7008 710
3556 5635 -947
2882 3366 -496
166 9491 934
9382 761 135
6365 6488 956
8057 2653 325
6298 1394 888
8069 3690 606
3086 1775 -558
1089 6028 170
5499 7551 52
6426 2443 221
1500 5499 -834
3895 1777 448
7654 1325 -274
7483 6350 -183
209 1679 714
6467 6839 -329
4745 376 772
5458 6352 656
9350 5308 -146
8906 9036 -759
8686 3539 279
1069 6413 184
5956 9152 -781
7463 7525 -3
1570 7211 389
471 3906 869
8814 2428 -79
7579 3715 275
4782 6080 23
9116 3039 907
9394 869 -197
6218 5109 589
7488 3525 156
1913 4805 -474
2186 9159 -547
6927 7588 -133
1524 2849 621
6298 5397 -514
1362 449 -446
1884 7672 -960
6184 849 778
8587 4389 -291
9601 3583 -249
3971 5738 -125
8834 8271 -592
9467 8765 820
6534 5944 308
8711 6770 77
2589 4369 885
4777 6948 694
6894 3388 851
7890 8957 945
8214 5822 259
2618 2961 -984
4592 5517 -20
3797 5073 207
89 407 -297
6436 740 573
9355 9131 120
6492 6580 -391
8013 1265 520
5499 6640 587
5418 1214 218
3035 3500 -208
728 5176 -619
2169 7511 500
991 3163 563
6221 1088 -387
5473 6096 -340
8671 7545 198
3375 261 -244
7370 1796 -965
7291 6641 -381
1025 8565 424
897 1155 644
6643 5357 -455
5987 2485 -179
3266 7210 -730
6963 3523 -733
2007 1137 -894
878 5708 -137
4265 7004 -744
6096 4675 991
4072 5604 5
6364 728 14
5053 587 -913
5104 5587 137
153 8311 978
423 6464 538
6035 5571 450
9173 7638 449
5489 4021 178
4634 6483 -538
1985 6583 -244
7563 8263 -415
5936 2021 189
1185 3923 664
2591 2066 -448
3397 3941 321
7287 2126 46
7519 6269 -284
9604 48 999
7726 4730 -596
7575 225 -8
4710 8283 42
9611 6714 -156
5364 1830 -484
2398 2933 -462
7194 3609 732
7198 7038 226
2361 8349 189
6698 8016 975
8093 1630 625
2032 7369 -897
4662 2896 964
4711 2522 -129
1186 5148 512
5040 1740 556
8678 1266 -829
4365 4943 143
7909 2799 -387
6977 2133 224
905 1063 -527
4188 5088 903
5726 1889 459
4926 2693 84
1270 5958 635
332 2057 24
7932 6196 -585
8249 7520 53
19 5273 -465
5620 1059 946
3723 3831 601
2499 5331 429
8686 3558 -359
4236 2820 -191
1250 4558 927
732 7825 -67
8509 7437 35
4078 3631 -269
5346 719 150
8992 7433 644
7501 2057 571
9504 3999 211
8948 515 -124
5898 3678 608
4520 8360 731
8537 7815 96
5897 256 -833
8134 4684 753
4078 598 307
1153 3618 -449
3345 8458 -802
6682 3621 -665
281 1772 851
6424 2677 663
3109 5006 -953
5524 492 -239
7586 2734 -654
6238 349 206
6347 430 801
8385 1069 -224
4452 7578 966
7209 9480 -86
6953 3539 -421
5574 6927 -678
5156 6658 673
108 8252 -538
5637 2392 -503
5842 3264 117
3560 16 763
7261 4783 447
1743 4836 179
5174 656 -474
6431 3910 -423
9506 6681 372
6098 6965 188
8190 1932 -479
4175 6888 -506
7464 6803 269
9404 5284 908
3862 8163 682
308 899 -703
8653 5432 504
3699 3320 20
933 3725 314
1817 5087 -342
8742 3127 680
9522 7712 -210
2475 9291 635
130 5295 766
1358 2693 -304
2588 3362 -680
4925 8282 285
3008 4524 995
6450 2447 309
8933 3152 -544
6693 5390 -128
5016 8691 92
6274 5325 712
2817 592 -549
3602 6121 16
2245 3922 -58
1041 1038 100
4860 2488 -167
5507 9105 -781
3812 3318 -446
6326 2443 502
5010 6542 -190
1327 3421 -745
1781 3572 -292
4091 6462 258
67 2124 -809
9164 5707 884
486 427 617
1228 3852 -486
1430 2643 622
7368 7509 672
2973 7383 669
8962 9316 957
4645 4475 -607
7447 3254 266
5499 9141 -644
173 2812 -845
9156 1807 940
9297 5408 250
1890 5069 -706
7956 346 -225
8795 6050 -998
2682 2083 -29
2030 6853 -280
3069 7408 595
869 1192 549
2817 6607 677
9346 930 -586
776 4358 -302
8824 7683 -108
6123 6538 895
3904 6524 -230
964 2984 -340
2863 5385 216
9053 3289 -991
9342 6629 -492
7483 3634 -864
3161 3337 764
2851 9315 -768
3808 5441 -788
884 8584 -309
2855 7540 159
2536 4549 -486
6624 7555 768
5046 9256 -928
3097 9324 822
9167 9428 -801
6424 5452 -504
3304 1735 -226
70 4255 -599
5922 5896 407
8782 661 -991
3985 7630 583
7782 3492 -585
4060 5277 681
3943 5277 -31
7534 1664 304
7841 8943 -181
8368 7693 -158
1131 9539 -908
978 4933 670
3654 6499 992
5804 4583 455
1386 1308 -821
3285 7285 143
9115 5769 -379
1867 6362 -662
7650 4750 740
5860 4119 -834
9608 1156 -907
3430 7198 599
8994 2614 839
511 2123 250
1625 5776 -444
2274 9056 672
2938 9432 -913
4842 8565 684
8409 7418 -935
5844 1550 -689
6545 9511 139
8977 2921 -785
8137 5452 -693
1879 1179 625
3147 1909 5
7611 6576 -423
1420 8503 876
985 5359 -320
7919 5044 836
7253 2597 -137
7525 7521 -328
9495 4061 883
32 7421 -199
9261 146 -850
6325 8444 235
4232 9322 305
3561 3756 769
4353 9081 -516
2014 8680 -935
5055 1382 805
7314 9570 218
1367 5305 243
3124 5404 -304
6295 3775 754
3774 3359 -547
8010 1611 165
2694 5474 244
4506 2658 -423
1961 1634 -256
6342 943 -449
2114 9159 287
7609 3005 151
6217 7399 -580
4613 8853 835
8685 1204 -973
7740 3752 -13
7155 128 337
4231 3928 -672
2848 5041 977
2176 6807 -98
6937 8477 -173
337 6611 172
2836 6507 -706
6318 7382 976
7325 4218 78
2544 2295 -858
7548 3030 -644
8149 4069 -592
6594 6072 -377
8929 4312 151
7254 8108 761
5062 2399 -963
5572 6640 -931
8713 1523 906
4079 758 348
6942 8748 -941
5768 474 309
8717 3722 -192
1998 9255 582
5589 1390 -744
4621 5198 645
6560 5264 862
3389 6455 -860
6713 7943 642
4044 2605 951
851 3809 -301
2896 360 -758
6917 8951 -180
7525 4879 -138
7696 9129 333
1088 5354 -872
7472 673 -523
527 9040 -579
99 6750 -362
7498 7019 -317
2666 5258 -320
5669 8490 -992
830 1084 -779
4780 3163 -837
5435 8315 -749
2718 6748 969
4833 6565 513
9200 8850 915
3759 68 -169
199 5723 -757
507 1259 -570
3733 6083 655
5300 609 917
5184 261 723
6829 1599 -408
8586 6612 893
4344 649 452
7935 4605 -324
3334 4947 -146
764 1968 -913
5422 1703 -369
9351 649 753
1953 8107 934
7364 3339 -501
8161 6344 280
6952 712 808
7567 5040 -753
2432 1515 -452
4418 5390 -678
4762 1344 388
9391 5455 -113
7215 2298 -260
8750 2913 219
2597 5949 366
2692 8762 865
542 3572 122
9134 2420 -416
9182 2743 164
125 8773 -235
9192 264 -587
3026 9092 768
6841 5740 169
5713 7846 -663
8744 4361 135
8455 381 534
5341 7324 -658
4007 2880 470
7719 7490 -602
4936 887 -837
4467 1838 574
2971 4822 857
498 3195 -920
8732 2132 237
3383 8381 975
5050 1970 278
3716 9494 573
3792 2307 -296
1534 9180 -877
7626 7974 876
7006 4026 374
3717 2177 -975
3501 4428 873
4861 4159 847
7450 311 -203
131 5231 558
5891 4550 -132
3662 9070 -572
1114 2438 -771
4996 6383 848
225 2565 -599
7452 3757 -267
1481 7221 695
5563 8211 345
416 3811 812
6692 1696 -758
5245 8791 -848
2406 2393 583
7465 4129 -993
3314 4057 858
2429 5060 768
2035 4403 368
6957 5059 611
1405 8059 -697
8686 612 667
8732 5405 139
6667 6679 -609
7611 3635 -754
8086 3620 -996
8157 5711 -46
4254 7694 923
2529 9513 -629
7605 8283 902
8069 1854 988
4053 1514 599
1652 783 216
2530 7762 -504
8928 897 -286
8718 6554 606
3675 8485 284
8561 4977 678
1903 4912 -371
1471 2504 -69
4933 4981 -513
5115 1384 -517
8776 7864 963
4528 7987 242
201 6946 -458
8777 9433 761
5136 912 754
7541 5798 -723
5758 5159 336
189 5340 978
7187 4616 -894
1867 202 -889
7731 8906 411
8654 9267 -199
4689 3931 -24
7741 1794 -510
9216 2656 -748
1611 8089 391
1762 6605 -435
1459 3929 -836
163 2602 792
6823 2516 -559
5986 3585 -866
280 664 -535
7112 8522 326
4554 2639 444
949 1379 412
6009 747 703
5117 6998 481
1547 7060 445
9391 2036 -66
6997 3119 -737
872 5286 971
5960 8872 443
8114 7640 346
7103 5794 787
5495 531 379
5218 3917 -462
2135 49 -507
9077 8075 519
9278 6958 -283
5964 8500 309
339 8258 802
1943 922 -511
5379 3024 46
9350 5168 -701
9141 2423 160
5095 7918 -332
298 7277 -906
7606 5457 614
2641 7300 429
833 163 166
1985 8934 -780
6441 7387 -130
7885 2233 521
1921 787 -342
8388 3766 824
3101 5843 677
2952 5688 669
4787 7236 428
4510 177 -780
7690 8435 704
7999 9080 -245
9339 2379 429
980 8080 -37
6676 9334 398
5404 2664 -779
8608 7381 152
8236 7160 -879
8548 4327 -652
5208 6526 -665
1048 1449 510
7722 2751 128
6762 2145 388
1319 8281 -236
4964 8108 57
5470 625 -354
4799 6766 -151
407 3538 -427
8379 4842 -160
8686 9529 -693
3180 2230 850
1958 5637 -549
2958 2603 180
4482 4515 749
9083 8098 -19
1315 232 845
389 1216 -476
5047 345 182
8391 2180 -334
6388 2940 856
9476 6334 -341
628 5133 792
651 655 625
468 4836 -374
2231 81 763
6104 3685 -72
9322 1880 871
1702 4795 -255
7188 2160 550
4872 1690 -717
193 5270 -524
4751 4258 326
1549 8656 -789
2098 3288 438
5579 6930 -320
4212 6449 -916
5142 7570 -232
8728 858 -259
915 7054 725
8122 2089 163
7379 181 -774
4676 8302 856
2073 3838 4
5511 8638 630
9593 2450 225
6898 7420 -610
1428 5685 -161
1982 3892 -936
918 5290 -890
3436 2283 -659
2570 3482 -807
7390 4234 574
1001 1145 346
7159 1858 246
2113 7344 39
6676 7607 -581
3826 8357 -692
1485 8616 354
1418 3023 809
4452 204 31
4304 280 882
7980 3519 803
2913 4950 -187
69 3762 -88
468 9156 927
9601 7204 -903
4143 7720 137
4917 4359 -542
5845 3631 723
8835 2329 -308
821 3189 -53
5941 1452 199
9013 8731 864
4691 289 561
34 9089 -117
832 1244 -723
3411 5636 -244
4432 6989 831
8910 5837 749
8049 6642 -841
8578 5866 -829
7302 7381 -302
8062 7900 -377
8738 1422 975
8293 8700 -235
3459 6187 435
7964 7272 -45
6517 9034 797
9558 2634 64
7518 4137 -745
5243 9478 -566
3278 9172 386
4211 2020 323
9520 7391 -8
8996 4642 184
1746 6538 -750
3830 6101 646
6837 6218 469
6684 3267 34
7507 6930 -663
4782 2304 584
6816 2479 646
4184 2354 959
2219 8629 385
9373 7996 433
4559 5462 973
3299 8017 324
8436 5972 -456
3202 2155 362
9216 621 -917
1328 2672 -969
1648 7726 629
3267 1817 998
479 2542 -676
1300 66 664
2481 9356 762
505 2561 642
3933 5446 168
6147 9401 -851
1635 748 335
5840 5163 -606
1912 6678 -561
977 8116 401
8051 7900 -292
4526 6331 -714
5241 7842 787
5318 4589 311
4470 525 318
5402 900 -50
4790 1775 633
4558 8980 766
6489 2412 -774
7873 5502 -713
6954 957 731
9082 2360 -769
3329 6354 911
899 2130 928
7456 6592 -98
8459 1904 -529
2645 5389 -9
7050 5490 -256
356 9537 194
748 3538 11
3462 7512 245
7962 4313 -217
3108 7277 903
6841 8608 340
1342 2796 925
5311 2679 -604
4007 9597 382
1778 4851 865
8299 6577 -477
4672 2128 -788
6156 2339 -848
2786 2441 -646
2777 7125 -379
581 3318 -761
5171 9517 -747
5196 8703 -831
6889 1836 -234
5279 492 188
5118 4647 -751
7103 2963 119
5727 9005 -277
8325 5541 734
4626 5316 -797
4922 1850 -179
9376 5565 -305
80 7122 617
646 4439 -981
9606 5951 -98
8910 735 714
3968 3285 -608
8475 730 -301
4443 9533 -321
8429 1674 -724
4939 6124 -69
7386 2356 305
1493 3334 -524
1724 7343 -616
7538 7944 -766
302 8154 -254
6345 6459 363
514 6845 508
9012 1910 661
1637 5457 823
7947 8281 213
6706 6665 599
4676 916 -697
4676 6418 35
7860 5356 293
5134 2508 893
5168 286 -574
573 3419 173
8928 9123 -215
6483 9058 -652
7839 6494 893
8793 5754 -298
4594 3574 301
2719 2029 -822
7758 6797 -535
883 2469 107
150 3417 521
4222 8478 -405
6382 4912 295
385 5073 -193
7523 8634 936
354 6354 -996
1686 6049 -513
5378 5699 -163
3243 8600 -705
857 8983 670
3073 2477 -67
6761 6159 -181
8980 631 680
3031 7981 -658
7685 6949 533
2857 8977 595
2556 2994 -236
6448 9370 470
9377 3206 -704
5640 2549 -486
1361 4588 64
6837 2398 -54
368 8604 877
3381 5776 -574
4634 4847 -751
9005 3760 -272
6038 9390 -778
588 2918 -465
6719 3847 713
3639 4476 -861
770 9305 -944
6381 8620 -350
7564 1774 19
5958 7514 -808
4465 3550 -440
7346 4165 -333
5602 2373 746
5177 9202 39
4553 5460 314
193 3149 -438
4495 7937 -216
2978 6937 -175
4892 2071 -753
8328 4059 745
4812 5813 57
4730 8506 -604
2448 8571 -730
6636 1403 541
3616 7089 -547
3602 6750 236
8757 1999 -480
6142 8819 -212
2096 1539 -96
1390 761 -219
3395 4887 -952
2183 6567 -899
3199 1280 1000
8517 2042 -253
6999 7359 -992
1060 5041 -696
1037 2196 -907
3713 8627 -127
538 1057 -498
39 8387 -154
6705 9460 -786
885 9195 -493
4531 5853 -917
3228 8405 -909
7767 4699 -918
4063 2428 -351
1817 1997 -230
4801 5732 -899
1149 5013 822
6984 8281 -516
2269 4001 979
9229 7317 796
7348 1224 978
8401 7978 -175
7344 540 887
2608 3571 147
2986 4335 -933
7100 3657 318
7856 2266 464
696 8867 -660
3251 8423 4
1173 6504 809
2809 3270 -910
3496 3517 -88
6400 1276 -177
255 4342 -130
6843 283 775
2003 4502 -437
2929 3796 144
2219 8907 199
3090 1537 -215
9290 6707 527
1929 3145 -121
3754 4630 -347
1346 7968 -644
7423 9414 90
394 8529 -414
5466 9524 376
287 276 317
3368 1889 -236
8134 7245 -490
2886 2158 996
9433 3820 459
1451 5016 203
9468 6694 83
1727 5758 981
1476 9457 -871
797 1421 -427
1878 8 -513
2979 200 -355
5740 5653 -107
1560 6801 653
6558 1166 -903
3392 6073 422
57 5660 506
6890 1224 580
6772 1936 206
1794 869 786
2174 8542 -915
251 513 524
8976 5387 653
2949 9433 607
6260 1463 -754
4000 654 -202
2200 7384 807
3008 3259 -57
7927 4418 739
7941 8254 -287
7367 6416 -30
569 967 -289
6402 954 -128
8465 5690 -777
8405 6220 -641
7439 1205 756
5377 5985 -323
3507 574 686
6790 2672 767
4467 9489 38
1873 1392 -252
2227 6444 724
5156 2165 -977
2953 2319 -660
4845 7697 993
5774 1032 275
2158 7513 274
7369 3905 142
7652 8226 547
2828 2822 212
7388 9168 -889
9219 7613 618
893 2908 665
252 2815 -499
7090 8909 553
8165 4597 371
9359 5340 81
954 3789 477
6517 3730 -979
4402 1886 -398
7683 7655 -175
731 9483 -842
2279 2138 725
4389 3816 489
5828 6728 -152
8337 8923 880
1963 2225 -505
2063 2347 219
4988 8867 771
2251 2186 88
1446 3094 362
7592 5037 407
641 8121 -568
7347 7114 38
746 2496 62
8944 9113 -715
4039 4523 665
1025 2679 708
276 8088 -78
6380 7180 271
7644 4746 985
2239 5679 -279
6811 3965 493
1303 3612 952
9602 9032 -457
4881 1918 -191
2068 8186 -165
9423 4601 710
4387 8878 804
1374 8230 162
8142 480 -796
2833 5948 645
9523 3999 353
9244 4223 788
5061 2943 -743
7264 6252 -209
4127 1646 722
5995 7844 192
1795 1777 -756
467 6069 -953
3178 2473 -302
1482 8400 973
2354 6713 -808
7990 6309 -478
6316 4282 659
9142 3469 486
1698 209 -976
1969 3065 548
2655 1046 -463
20 1241 342
2319 4298 -717
5222 6205 -782
9391 4062 -564
8208 1841 326
1239 7345 386
7358 7546 819
2548 2469 904
403 8215 686
4735 7215 -132
5332 7068 -458
5482 6396 939
5574 4735 253
7319 5737 -64
4720 8057 -248
7235 3830 -529
6537 8826 840
7329 7977 569
2657 6750 695
8230 5758 -905
1666 3144 827
5869 4604 -488
3736 9330 -164
8920 8741 449
1970 2999 -671
760 7968 767
3209 8470 -927
4223 2235 957
2415 5864 175
3334 5104 -887
519 3057 167
4623 7837 -157
2845 7054 81
2143 2712 -796
4 4752 744
4924 4579 -132
980 7289 723
6874 2696 -780
3332 3085 -588
3365 7386 141
8493 5526 520
3559 3305 615
2730 5335 642
4845 8061 -866
2345 6976 4
9479 5706 429
7121 1021 -649
1959 4258 464
7646 6581 986
9477 8523 -614
7506 1863 -896
3755 8090 895
3352 9346 660
7858 610 -405
3309 5100 798
6074 7889 812
3832 4678 419
1516 9004 -265
3703 4182 -114
5958 6777 138
8759 3506 -848
4665 2111 -888
649 4065 673
3858 3565 406
6788 5070 533
4641 958 -575
927 1203 719
5944 1097 105
5205 517 -105
7829 3072 107
2153 4076 -361
272 8373 -901
6209 4389 -61
6348 3846 440
5865 6051 159
85 8509 318
8181 6948 -39
4513 9586 -253
4072 8400 112
4812 627 -750
5806 6492 476
2573 6970 -899
2921 8605 -407
8276 6694 154
2323 931 523
5939 3204 -373
6678 2674 149
1199 3588 633
5495 8234 801
6578 6275 80
4714 3268 491
7968 4912 934
4131 807 -566
1196 4193 -367
3615 6349 -713
4356 5235 873
6437 7246 235
7245 8628 684
8552 270 672
6535 9610 -867
5600 6046 956
2037 196 418
8609 8407 432
8831 9182 179
8094 5697 556
3216 7556 -897
9546 8317 219
8344 4801 -475
3437 3708 -655
5834 1695 272
60 4323 254
8085 760 889
5945 122 724
4369 572 270
4564 4784 758
4430 987 -731
696 5267 -58
1154 9273 596
2924 607 -37
8856 6856 -686
5832 9070 -943
9078 7143 -369
8965 6719 -776
1308 5578 381
5724 2406 987
4177 6693 490
694 6835 640
3664 1399 -959
5080 1859 -759
919 5846 -520
8258 6815 774
2073 6506 666
8191 5047 -402
2604 5164 -526
237 5160 989
124 7874 -264
5246 6266 367
6338 6257 282
8229 7182 -93
7416 3548 -825
1710 4101 487
1128 8625 24
7585 8715 473
1218 5860 788
2414 1932 -506
2327 4074 892
2542 2941 193
1401 3789 -5
4266 8673 57
1999 7118 780
6890 2558 640
6245 8557 552
2394 119 952
9443 4158 -292
1856 7826 -36
8353 5660 -283
3287 8215 723
3480 1999 -74
5953 799 515
1688 7209 975
3138 5425 -981
3068 330 73
772 6377 525
9138 7055 -808
2445 7376 -185
6364 25 154
8847 360 -972
2499 3197 232
5984 1043 965
9336 5234 99
3306 8569 267
9203 7144 -837
3365 3854 294
9097 3115 -415
8629 8710 233
5681 490 654
804 2891 -750
7160 3894 -540
5746 958 -947
8810 762 -402
5375 7801 -94
8819 9543 -93
1401 1559 373
7017 8739 -421
3704 5136 308
1860 2913 320
8770 3203 474
5862 325 640
9334 8559 455
1070 6431 -957
7878 2433 -450
9400 2926 191
2000 8413 427
930 2467 -50
8957 788 118
2633 9209 -494
7480 6319 -783
9343 7147 568
9316 4899 -175
6504 8521 806
2411 9224 485
8648 6533 746
2834 7853 -864
8816 5746 327
3285 3695 -76
7500 8034 850
6859 616 18
3923 6716 635
6515 986 626
6307 2716 -198
5798 9003 482
2230 6175 154
7880 2124 -272
3188 1530 79
8921 9065 315
7974 6076 -860
4801 8455 314
2006 2031 -128
8199 2871 -480
4365 8463 -13
5857 5000 3
4033 1545 -25
2079 4627 -203
356 3994 -599
8722 3786 -88
3046 4431 27
8025 6921 -817
5471 9381 -559
7362 160 -383
9515 4065 467
1816 515 945
3972 643 -498
7124 5415 -430
1510 4519 709
5322 3583 758
4314 6955 384
7212 3298 -477
446 697 -510
7790 6993 -737
5408 735 -202
5792 2756 -82
4394 2504 -215
6555 7255 -10
2571 6220 717
5765 2545 -670
1316 196 -898
5889 7522 510
7960 2525 -985
2131 8218 575
8975 2791 672
1552 3065 358
1642 209 -606
8144 8910 394
9475 2344 -861
1975 588 -887
2889 9251 202
5675 152 643
9202 447 -801
3668 8669 -844
3952 8100 374
3422 890 871
1428 8189 -647
2148 8810 -133
6287 1025 414
4265 6552 572
1364 5153 755
3138 3073 413
60 3868 695
3939 5687 -228
715 8689 -655
3527 337 -487
3503 2852 755
3881 1435 76
3916 8820 32
3297 7432 391
4049 4038 22
8026 2958 911
5284 9222 325
4364 8825 858
5835 4494 227
8877 9307 -110
896 8622 813
1174 2386 -550
8744 6495 373
7635 391 3
4768 6995 -754
8442 4627 -822
5924 1482 775
5605 4784 407
5196 766 -553
8078 6992 -631
4382 1388 207
862 4482 -282
5418 6475 918
961 5887 235
452 3864 205
4071 73 -552
1159 1738 -911
2051 5544 -467
6968 4930 514
6867 3698 -413
898 3301 -18
4534 7639 203
7876 2962 416
8132 9235 -398
5827 7429 -709
3964 8158 437
3523 194 448
3846 4942 51
8479 4258 357
7586 7354 633
5832 7363 643
1614 160 524
3333 6891 498
1384 7021 -234
7552 4492 379
3181 2397 942
7596 68 -454
4583 7003 4
4716 1806 416
3637 4866 598
2689 3543 -649
4676 8746 -89
5050 7095 -543
9537 3758 -972
8032 705 -458
3353 2133 957
3567 522 337
2487 3214 -977
1208 7716 -243
8595 7372 -374
9478 400 573
8294 4294 537
7425 5631 635
9391 1461 325
6554 5541 -590
8322 7033 -190
1486 6411 -382
92 8071 -38
9624 1943 -843
30 5331 -913
9484 1781 -233
1016 4978 -254
5838 558 609
6668 1522 -52
8121 3367 -433
7986 9317 633
7949 1788 88
1174 2975 549
8083 1790 -443
7227 9369 -213
6762 1426 -898
7183 2477 133
7717 6465 854
3373 3126 -916
279 5318 -682
3208 1835 507
4159 6029 -370
1176 8956 -411
8568 2736 130
1542 191 630
8433 1429 529
1597 3966 273
3461 7555 -850
3866 3480 -833
3884 1928 162
5 1987 125
9332 8665 -864
7907 1785 -58
6385 8428 -239
3597 2819 814
262 3184 420
2866 2915 -612
5657 4050 218
1881 6793 872
7894 2757 -475
935 118 -653
258 9621 -60
8244 4110 956
4919 1282 -640
7809 9160 -866
3325 7633 -187
7451 3048 431
4560 180 502
802 3047 355
3413 6976 580
5535 4789 367
2383 664 -215
6972 5462 -20
9324 3458 -616
7329 8477 -865
7843 9584 -831
8935 8885 58
9364 4023 -954
6493 7861 -224
4146 7936 595
2683 6004 -617
8898 4173 -990
4118 520 -316
34 9218 447
8728 3548 784
6273 3225 -316
9579 2843 122
3489 8744 514
1826 2021 484
2480 6315 718
9310 6580 -862
8778 5417 512
9399 5007 -183
1539 3799 -256
8402 313 518
6699 8665 17
4677 2383 523
6099 8867 366
6614 6532 -199
8815 7178 -691
3055 9294 -656
4159 5937 412
165 5003 63
4878 2048 -710
4785 9559 834
2593 1210 -564
9238 3116 266
7092 1747 -154
4591 8154 463
5177 4077 123
5884 3548 394
7395 4874 80
632 1455 606
1188 5870 -756
8017 3432 849
7216 5638 -632
698 9181 297
1201 2812 972
5 1581 -2
8549 8923 497
6158 5702 906
2540 975 242
767 1142 126
8554 3078 773
5815 6883 876
5845 7923 811
7723 622 898
1757 6607 372
4897 2275 -834
7561 5699 -609
4670 7656 -1
2671 421 533
1790 1363 -680
6880 9328 -690
6740 2559 -499
9055 9596 439
5491 9360 -250
1898 9547 920
4753 60 70
8623 5314 -157
274 947 -716
8121 6263 -459
8971 1010 -671
7107 64 165
6820 1531 415
911 7540 -561
8863 5892 501
6431 8566 -642
9353 6766 -490
7183 2546 -306
3258 9435 766
8977 2154 -937
5715 7243 -932
9246 8958 -399
3538 623 514
3924 6306 -213
300 7458 -352
5056 4203 278
5471 8419 171
6973 1539 709
2632 9379 -531
3230 1085 -182
3733 5394 -186
1182 1986 -580
4322 1299 -458
3297 4317 392
1687 8507 928
5089 9499 857
4437 1331 -585
623 8556 13
4964 6657 -499
4968 2476 -209
8997 924 -767
1684 1207 -20
5993 2941 494
429 6918 67
9334 2156 859
1471 3663 666
4925 3049 417
25 5429 784
6091 4889 -346
7952 6071 -751
3607 8609 733
6576 1838 -488
2523 6531 -935
4015 722 739
340 2335 -447
9014 770 -242
4277 492 -950
7272 4728 457
1426 6838 -830
8018 7407 -628
3263 4155 -505
8192 5724 -267
5995 5345 -900
8509 1596 -62
3284 1906 0
2829 166 34
6987 4464 709
2997 4022 715
6272 8349 38
8811 8542 -870
8275 8519 -7
3377 3908 -115
3421 7399 933
3793 7571 -194
951 3581 -838
4341 7153 121
8327 6220 294
262 1223 504
2636 71 168
2414 2635 -633
1542 7263 -415
9322 42 -890
8103 4992 -642
2978 589 764
3153 8667 -832
2646 50 353
2215 2760 271
7760 18 795
5896 9093 -235
4119 4835 710
4151 724 122
9282 4808 -132
1351 4897 933
4462 5795 246
4281 9125 -283
7398 4569 76
9142 9038 895
634 4616 -368
6 1629 252
1143 664 -703
5666 943 -405
9589 4775 827
3811 5348 367
6835 1527 -624
4465 5386 -957
1110 1435 602
7819 5873 -679
2232 4957 777
5849 100 587
8811 2313 175
9253 7515 674
4907 9448 570
4052 1784 285
8503 1168 -596
7952 3343 712
3300 5582 -358
6066 8191 781
6208 3027 499
3329 482 137
1340 3704 -908
123 3921 290
3888 6153 383
8035 2189 -114
5149 8356 -319
4084 7852 372
5957 7115 -166
3337 2633 -787
6157 54 -379
1743 8747 -419
2529 6906 494
2639 738 709
5104 6863 503
654 6024 -802
2256 2105 -497
7251 4423 78
1034 1328 -537
8801 4235 975
8273 7976 -934
197 3555 -372
2923 8078 210
7682 8733 -41
1884 5421 -153
3530 6565 241
7411 3655 -396
1812 7350 121
2726 1037 713
6468 2207 273
4838 9597 -698
1660 7695 -491
7116 2119 479
1062 8092 854
847 6217 -109
8290 2845 -718
6207 2511 -814
6523 1997 -618
6145 8249 -558
8295 6288 66
6623 7161 -251
6621 7664 -5
7657 8720 497
3309 1357 -496
353 5349 400
5417 4839 560
2274 5695 -168
8889 7175 394
1444 9608 273
417 9127 580
3925 1445 -598
9232 7363 -817
2787 6135 809
8055 1669 615
7056 803 -504
1260 9475 -304
4501 4453 -570
9292 9430 -409
9487 6130 -86
8648 1023 589
8991 8198 424
1541 1263 -730
8702 901 -461
5825 9106 -745
83 2601 473
6252 4168 -545
3800 382 -292
5424 5540 -927
2097 2570 120
6487 9410 949
2552 2984 -395
9052 8871 649
7753 1709 396
2898 5430 102
6832 2355 -298
2833 3685 -156
7478 6160 -866
